date,season,location,time,reef_zone,lat,lon,reef_name,reef,Fistularia commersonii,fish,abundance,size,visibility,temp,comments,Distribution,a,b,first_maturity, reef_fidelity,comments
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Sargocentron rubrum,1,2,20,,24.5,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Sargocentron rubrum,1,1,25,,24.5,,Indo-Pacific,0.01801,3.015,NA,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus scriba,1,1,20,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus scriba,1,1,8,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus scriba,1,1,15,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus scriba,1,1,18,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus scriba,1,1,6,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus scriba,1,1,8,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Serranus scriba,1,1,8,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Serranus scriba,1,1,6,,24.5,,Eastern Atlantic - Mediterranean,0.012,3.04,16.3,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,1,12,,24.5,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,1,18,,24.5,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
07/06/2018,Spring,sdot_yam,,water_column,32.492550,34.877280,True,True ,Sphyraena sp.,1,1000,15,,24.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
07/06/2018,Spring,sdot_yam,,water_column,32.492550,34.877280,True,True ,Sphyraena sp.,1,500,12,,24.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
07/06/2018,Spring,sdot_yam,,water_column,32.492550,34.877280,True,True ,Sphyraena sp.,1,1000,15,,24.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
07/06/2018,Spring,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Sphyraena sp.,1,500,12,,24.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
07/06/2018,Spring,sdot_yam,,bloks,32.492550,34.877280,True,True ,Torquigener flavimaculosus,1,1,15,,24.5,,Indo-Pacific,0.0403,2.902,NA,Transient ,species showing low reef- fidelity
07/06/2018,Spring,sdot_yam,,water_column,32.492550,34.877280,True,True ,Trachrus sp.,1,20000,5,,24.5,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
07/06/2018,Spring,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Trachrus sp.,1,5000,10,,24.5,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,10,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,8,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,5,8,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,10,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,10,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,10,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,3,8,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,3,8,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,8,8,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,3,8,,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Boops boops,1,1000,8,,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Boops boops,1,1000,8,,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Diplodus vulgaris,1,2,7,,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Diplodus vulgaris,1,1,5,,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus aeneus,1,1,70,,26.5,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,40,,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,20,,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Pagellus acarne,1,3000,8,,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Pagellus acarne,1,1500,5,,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Pagellus acarne,1,2000,8,,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,sand,32.499030,34.880200,Athena,AR - 3,Parupeneus forskalii,1,1,12,,26.5,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Pomadasys stridens,1,2000,8,,26.5,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Scorpaena maderensis,1,5,5,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Scorpaena maderensis,1,5,3,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Scorpaena maderensis,1,2,4,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Scorpaena maderensis,1,5,3,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Scorpaena maderensis,1,5,3,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Scorpaena maderensis,1,1,5,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Scorpaena maderensis,1,2,3,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Scorpaena maderensis,1,4,3,,26.5,,Eastern Atlantic - Mediterranean,0.0174, 2.98,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Seriola dumerili,1,1,20,,26.5,,Eastern Atlantic - Mediterranean,0.0251,2.86,61,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Serranus cabrilla ,1,1,12,,26.5,,Eastern Atlantic - Mediterranean, 0.0174,2.85,10,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Serranus cabrilla ,1,3,12,,26.5,,Eastern Atlantic - Mediterranean, 0.0174,2.85,10,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Serranus cabrilla ,1,1,5,,26.5,,Eastern Atlantic - Mediterranean, 0.0174,2.85,10,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Serranus cabrilla ,1,2,12,,26.5,,Eastern Atlantic - Mediterranean, 0.0174,2.85,10,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,1,15,,26.5,,Indo-Pacific,0.0123,2.98,13.5,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Sphyraena sp.,1,8,12,,26.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Sphyraena sp.,1,3,10,,26.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Sphyraena sp.,1,30,12,,26.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Sphyraena sp.,1,20,15,,26.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Sphyraena sp.,1,20,10,,26.5,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,7,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,10,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,5,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,4,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,4,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,5,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,4,3,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,4,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,2,3,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Stephanolepis diaspros,1,1,5,,26.5,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
21/06/2018,Spring,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Trachrus sp.,1,1000,8,,26.5,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Trachrus sp.,1,1000,10,,26.5,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Trachrus sp.,1,1600,8,,26.5,,Eastern Atlantic - Mediterranean,0.0105,2.97,20,Occasional, high-mobility species
21/06/2018,Spring,sdot_yam,,sand,32.500896,34.880688,Tetis,AR - 4,Upeneus pori,1,8,17,,26.5,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,sand,32.500896,34.880688,Tetis,AR - 4,Upeneus pori,1,30,8,,26.5,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,sand,32.499030,34.880200,Athena,AR - 3,Upeneus pori,1,200,8,,26.5,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
21/06/2018,Spring,sdot_yam,,sand,32.499030,34.880200,Athena,AR - 3,Upeneus pori,1,30,15,,26.5,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,5,10,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,15,8,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Apogonichthyoides pharaonis,1,1,10,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Apogonichthyoides pharaonis,1,2,8,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,8,8,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,1,7,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,2,8,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Sirenna,AR - 2,Boops boops,1,5,18,13.5,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Sirenna,AR - 2,Boops boops,1,1500,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Sirenna,AR - 2,Boops boops,1,400,10,13.5,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Boops boops,1,200,7,13.5,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,100,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Sirenna,AR - 2,Caranx crysos,1,1,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.02,2.96,18,Occasional, high-mobility species
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Cheilodipterus novemstriatus,1,1,10,13.5,26.5,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Diplodus vulgaris,1,10,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Diplodus vulgaris,1,5,5,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,2,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,1,5,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,1,7,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,2,5,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,2,6,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,1,10,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Diplodus vulgaris,1,2,5,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Diplodus vulgaris,1,2,5,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Epinephelus aeneus,1,1,70,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus aeneus,1,1,70,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Epinephelus aeneus,1,1,70,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Epinephelus costae,1,1,30,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Epinephelus costae,1,1,20,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,20,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,25,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,30,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus marginatus,1,1,40,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0089,3.12,53.9,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,sand,32.499030,34.880200,Athena,AR - 3,Gobius bucchichi,1,1,7,13.5,26.5,,Eastern Atlantic - Mediterranean,NA,NA,3.4,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Sirenna,AR - 2,Pagellus acarne,1,1000,7,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Sirenna,AR - 2,Pagellus acarne,1,30,6,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Pagellus acarne,1,2000,6,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Pagellus acarne,1,100,8,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Pagellus acarne,1,200,5,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Pagellus acarne,1,200,7,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Pagellus acarne,1,200,10,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Pagellus acarne,1,500,8,13.5,26.5,,Eastern Atlantic - Mediterranean, 0.0102, 3.15,13,Transient ,species showing low reef- fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Parablennius incognitus ,1,2,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0103,3.06,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Parablennius incognitus ,1,1,7,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0103,3.06,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Parablennius tentacularis,1,2,8,13.5,26.5,,Eastern Atlantic - Mediterranean,0.0093,2.95,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Sirenna,AR - 2,Parablennius zvonimiri ,1,3,8,13.5,26.5,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Parablennius zvonimiri ,1,1,12,13.5,26.5,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Parablennius zvonimiri ,1,1,5,13.5,26.5,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
28/06/2018,Spring,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Plotosus lineatus,1,300,25,13.5,26.5,,Indo-Pacific,0.0081,3.12,14,Transient ,species showing low reef- fidelity
